id,team_api_id,team_fifa_api_id,team_long_name,team_short_name,id,team_fifa_api_id,team_api_id,date,buildUpPlaySpeed,buildUpPlaySpeedClass,buildUpPlayDribbling,buildUpPlayDribblingClass,buildUpPlayPassing,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassing,chanceCreationPassingClass,chanceCreationCrossing,chanceCreationCrossingClass,chanceCreationShooting,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressure,defencePressureClass,defenceAggression,defenceAggressionClass,defenceTeamWidth,defenceTeamWidthClass,defenceDefenderLineClass
49121,10199,897,FC Luzern,LUZ,771,897,10199,2010-02-22 00:00:00,45,Balanced,,Little,60,Mixed,Organised,45,Normal,70,Lots,60,Normal,Organised,40,Medium,45,Press,50,Normal,Offside Trap
9545,9748,66,Olympique Lyonnais,LYO,777,66,9748,2010-02-22 00:00:00,60,Balanced,,Little,40,Mixed,Organised,70,Risky,45,Normal,70,Lots,Organised,70,High,60,Press,70,Wide,Offside Trap
16243,9905,169,1. FSV Mainz 05,MAI,783,169,9905,2010-02-22 00:00:00,45,Balanced,,Little,40,Mixed,Organised,45,Normal,70,Lots,70,Lots,Organised,50,Medium,70,Double,50,Normal,Cover
43054,9864,573,Málaga CF,MAL,789,573,9864,2010-02-22 00:00:00,60,Balanced,,Little,55,Mixed,Organised,40,Normal,45,Normal,70,Lots,Organised,45,Medium,65,Press,45,Normal,Cover
43036,8661,453,RCD Mallorca,MAL,795,453,8661,2010-02-22 00:00:00,40,Balanced,,Little,40,Mixed,Organised,50,Normal,40,Normal,50,Normal,Free Form,45,Medium,40,Press,45,Normal,Offside Trap
3466,8456,10,Manchester City,MCI,801,10,8456,2010-02-22 00:00:00,70,Fast,,Little,60,Mixed,Organised,55,Normal,70,Lots,70,Lots,Organised,45,Medium,55,Press,45,Normal,Cover
3457,10260,11,Manchester United,MUN,807,11,10260,2010-02-22 00:00:00,70,Fast,,Little,45,Mixed,Organised,45,Normal,70,Lots,65,Normal,Free Form,40,Medium,50,Press,40,Normal,Cover
35298,10212,1893,CS Marítimo,MAR,813,1893,10212,2010-02-22 00:00:00,30,Slow,,Little,30,Short,Organised,55,Normal,50,Normal,65,Normal,Organised,30,Deep,30,Contain,30,Narrow,Offside Trap
9552,8592,219,Olympique de Marseille,MAR,819,219,8592,2010-02-22 00:00:00,55,Balanced,,Little,45,Mixed,Organised,70,Risky,65,Normal,70,Lots,Free Form,65,Medium,70,Double,65,Normal,Offside Trap
14106,8550,68,FC Metz,MET,825,68,8550,2010-02-22 00:00:00,50,Balanced,,Little,30,Short,Organised,50,Normal,60,Normal,65,Normal,Organised,30,Deep,50,Press,30,Narrow,Offside Trap
3469,8549,12,Middlesbrough,MID,830,12,8549,2010-02-22 00:00:00,70,Fast,,Little,70,Long,Organised,70,Risky,70,Lots,50,Normal,Organised,30,Deep,70,Double,30,Narrow,Cover
9547,9829,69,AS Monaco,MON,836,69,9829,2010-02-22 00:00:00,35,Balanced,,Little,55,Mixed,Organised,65,Normal,55,Normal,45,Normal,Organised,70,High,65,Press,70,Wide,Cover
10309,10249,70,Montpellier Hérault SC,MON,845,70,10249,2010-02-22 00:00:00,35,Balanced,,Little,35,Mixed,Organised,55,Normal,35,Normal,70,Lots,Organised,70,High,70,Double,70,Wide,Offside Trap
39390,9927,83,Motherwell,MOT,853,83,9927,2010-02-22 00:00:00,70,Fast,,Little,70,Long,Organised,70,Risky,70,Lots,65,Normal,Organised,60,Medium,70,Double,70,Wide,Cover
26564,9761,1904,NAC Breda,NAC,862,1904,9761,2010-02-22 00:00:00,30,Slow,,Little,35,Mixed,Organised,35,Normal,40,Normal,60,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
35296,10214,1891,CD Nacional,NAC,868,1891,10214,2010-02-22 00:00:00,45,Balanced,,Little,30,Short,Organised,60,Normal,55,Normal,50,Normal,Organised,30,Deep,30,Contain,30,Narrow,Offside Trap
9549,8481,1823,AS Nancy-Lorraine,NAN,874,1823,8481,2010-02-22 00:00:00,65,Balanced,,Little,40,Mixed,Organised,60,Normal,70,Lots,30,Little,Organised,70,High,70,Double,70,Wide,Cover
9538,9830,71,FC Nantes,NAN,880,71,9830,2010-02-22 00:00:00,55,Balanced,,Little,35,Mixed,Organised,60,Normal,65,Normal,35,Normal,Organised,30,Deep,45,Press,30,Narrow,Cover
35297,9809,100737,Naval 1° de Maio,NAV,886,100737,9809,2010-02-22 00:00:00,30,Slow,,Little,30,Short,Organised,45,Normal,50,Normal,70,Lots,Organised,30,Deep,30,Contain,30,Narrow,Cover
26553,8464,1910,N.E.C.,NEC,888,1910,8464,2010-02-22 00:00:00,32,Slow,,Little,30,Short,Organised,35,Normal,40,Normal,60,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
3458,10261,13,Newcastle United,NEW,893,13,10261,2010-02-22 00:00:00,70,Fast,,Little,60,Mixed,Organised,65,Normal,70,Lots,60,Normal,Organised,45,Medium,65,Press,45,Normal,Cover
9542,9831,72,OGC Nice,NIC,899,72,9831,2010-02-22 00:00:00,70,Fast,,Little,70,Long,Organised,60,Normal,30,Little,65,Normal,Organised,70,High,70,Double,70,Wide,Cover
5756,9850,1792,Norwich City,NOR,905,1792,9850,2010-02-22 00:00:00,65,Balanced,,Little,70,Long,Organised,70,Risky,70,Lots,55,Normal,Organised,60,Medium,70,Double,70,Wide,Cover
16239,8165,171,1. FC Nürnberg,NUR,915,171,8165,2010-02-22 00:00:00,45,Balanced,,Little,50,Mixed,Organised,40,Normal,70,Lots,70,Lots,Organised,55,Medium,55,Press,40,Normal,Cover
43041,8388,477,CD Numancia,NUM,921,477,8388,2010-02-22 00:00:00,55,Balanced,,Little,40,Mixed,Organised,50,Normal,55,Normal,55,Normal,Organised,30,Deep,55,Press,55,Normal,Offside Trap
31452,8242,1564,Odra Wodzisław,ODR,927,1564,8242,2010-02-22 00:00:00,30,Slow,,Little,45,Mixed,Organised,45,Normal,40,Normal,70,Lots,Organised,70,High,70,Double,65,Normal,Cover
35774,2033,111540,S.C. Olhanense,OLH,928,111540,2033,2010-02-22 00:00:00,45,Balanced,,Little,55,Mixed,Organised,50,Normal,60,Normal,45,Normal,Free Form,50,Medium,45,Press,60,Normal,Cover
43037,8371,479,CA Osasuna,OSA,935,479,8371,2010-02-22 00:00:00,35,Balanced,,Little,35,Mixed,Organised,45,Normal,65,Normal,55,Normal,Free Form,30,Deep,65,Press,55,Normal,Cover
35289,6403,1892,FC Paços de Ferreira,FER,944,1892,6403,2010-02-22 00:00:00,30,Slow,,Little,30,Short,Organised,50,Normal,60,Normal,60,Normal,Organised,30,Deep,30,Contain,30,Narrow,Offside Trap
19305,8460,10030,SC Paderborn 07,PAD,950,10030,8460,2010-02-22 00:00:00,70,Fast,,Little,49,Mixed,Organised,50,Normal,34,Normal,55,Normal,Organised,30,Deep,48,Press,30,Narrow,Cover
20532,8540,1843,Palermo,PAL,956,1843,8540,2010-02-22 00:00:00,63,Balanced,,Little,50,Mixed,Organised,30,Safe,30,Little,70,Lots,Organised,45,Medium,40,Press,60,Normal,Cover
9548,9847,73,Paris Saint-Germain,PSG,962,73,9847,2010-02-22 00:00:00,50,Balanced,,Little,65,Mixed,Organised,40,Normal,65,Normal,55,Normal,Organised,70,High,70,Double,70,Wide,Offside Trap
21292,10167,50,Parma,PAR,968,50,10167,2010-02-22 00:00:00,30,Slow,,Little,30,Short,Free Form,40,Normal,60,Normal,70,Lots,Free Form,45,Medium,30,Contain,70,Wide,Offside Trap
31457,8028,111086,Piast Gliwice,PIG,985,111086,8028,2010-02-22 00:00:00,30,Slow,,Little,45,Mixed,Organised,45,Normal,35,Normal,70,Lots,Organised,65,Medium,70,Double,60,Normal,Cover
31444,8031,111429,Polonia Bytom,POB,996,111429,8031,2010-02-22 00:00:00,30,Slow,,Little,50,Mixed,Organised,45,Normal,35,Normal,70,Lots,Organised,60,Medium,70,Double,55,Normal,Cover
31448,2183,1570,P. Warszawa,PWA,998,1570,2183,2010-02-22 00:00:00,30,Slow,,Little,40,Mixed,Organised,45,Normal,40,Normal,70,Lots,Organised,55,Medium,65,Press,55,Normal,Cover
3476,8462,1790,Portsmouth,POR,1002,1790,8462,2010-02-22 00:00:00,70,Fast,,Little,70,Long,Organised,70,Risky,70,Lots,55,Normal,Organised,40,Medium,70,Double,40,Normal,Cover
26556,8640,247,PSV,PSV,1008,247,8640,2010-02-22 00:00:00,30,Slow,,Little,30,Short,Organised,33,Safe,52,Normal,70,Lots,Organised,30,Deep,30,Contain,30,Narrow,Cover
5747,10172,15,Queens Park Rangers,QPR,1014,15,10172,2010-02-22 00:00:00,70,Fast,,Little,70,Long,Organised,70,Risky,70,Lots,70,Lots,Organised,70,High,70,Double,70,Wide,Cover
43043,8696,456,Racing Santander,SAN,1020,456,8696,2010-02-22 00:00:00,45,Balanced,,Little,55,Mixed,Organised,70,Risky,70,Lots,65,Normal,Free Form,45,Medium,55,Press,50,Normal,Cover
39388,8548,86,Rangers,RAN,1025,86,8548,2010-02-22 00:00:00,65,Balanced,,Little,50,Mixed,Organised,70,Risky,70,Lots,70,Lots,Organised,60,Medium,70,Double,70,Wide,Cover
45333,8370,480,Rayo Vallecano,RAY,1031,480,8370,2010-02-22 00:00:00,40,Balanced,,Little,30,Short,Organised,35,Normal,50,Normal,70,Lots,Organised,30,Deep,50,Press,40,Normal,Offside Trap
6509,9798,1793,Reading,REA,1037,1793,9798,2010-02-22 00:00:00,70,Fast,,Little,70,Long,Organised,70,Risky,70,Lots,70,Lots,Organised,70,High,60,Press,70,Wide,Cover
43047,8603,449,Real Betis Balompié,BET,1043,449,8603,2010-02-22 00:00:00,45,Balanced,,Little,45,Mixed,Organised,30,Safe,50,Normal,55,Normal,Free Form,50,Medium,45,Press,55,Normal,Offside Trap
43040,8633,243,Real Madrid CF,REA,1049,243,8633,2010-02-22 00:00:00,55,Balanced,,Little,30,Short,Free Form,70,Risky,60,Normal,70,Lots,Free Form,65,Medium,40,Press,65,Normal,Offside Trap
44569,8560,457,Real Sociedad,SOC,1055,457,8560,2010-02-22 00:00:00,40,Balanced,,Little,30,Short,Free Form,50,Normal,40,Normal,70,Lots,Organised,45,Medium,30,Contain,35,Normal,Offside Trap
43048,8479,571,RC Recreativo,HUE,1061,571,8479,2010-02-22 00:00:00,50,Balanced,,Little,40,Mixed,Organised,40,Normal,40,Normal,50,Normal,Organised,35,Medium,55,Press,40,Normal,Cover
20520,8690,203,Reggio Calabria,REG,1067,203,8690,2010-02-22 00:00:00,55,Balanced,,Little,30,Short,Organised,30,Safe,30,Little,70,Lots,Organised,40,Medium,50,Press,50,Normal,Cover
9551,9851,74,Stade Rennais FC,REN,1077,74,9851,2010-02-22 00:00:00,50,Balanced,,Little,45,Mixed,Organised,70,Risky,60,Normal,60,Normal,Organised,70,High,70,Double,70,Wide,Cover
35293,7841,744,Rio Ave FC,RA,1083,744,7841,2010-02-22 00:00:00,30,Slow,,Little,30,Short,Organised,45,Normal,55,Normal,60,Normal,Organised,30,Deep,30,Contain,30,Narrow,Offside Trap
27161,10219,1905,RKC Waalwijk,RKC,1089,1905,10219,2010-02-22 00:00:00,30,Slow,,Little,50,Mixed,Organised,35,Normal,60,Normal,55,Normal,Organised,50,Medium,45,Press,55,Normal,Cover
20514,8551,1838,Siena,SIE,1093,1838,8551,2010-02-22 00:00:00,35,Balanced,,Little,30,Short,Organised,30,Safe,30,Little,55,Normal,Organised,40,Medium,65,Press,55,Normal,Offside Trap
26549,9803,1902,Roda JC Kerkrade,ROD,1098,1902,9803,2010-02-22 00:00:00,30,Slow,,Little,35,Mixed,Organised,35,Normal,50,Normal,70,Lots,Organised,30,Deep,30,Contain,30,Narrow,Cover
13,9999,546,KSV Roeselare,ROS,1103,546,9999,2010-02-22 00:00:00,65,Balanced,,Little,60,Mixed,Organised,50,Normal,35,Normal,40,Normal,Organised,65,Medium,70,Double,70,Wide,Cover
20525,8686,52,Roma,ROM,1104,52,8686,2010-02-22 00:00:00,70,Fast,,Little,30,Short,Free Form,60,Normal,60,Normal,70,Lots,Free Form,55,Medium,30,Contain,70,Wide,Offside Trap
31446,1601,874,Ruch Chorzów,CHO,1113,874,1601,2010-02-22 00:00:00,30,Slow,,Little,40,Mixed,Organised,50,Normal,35,Normal,70,Lots,Organised,65,Medium,60,Press,50,Normal,Cover
9556,9853,1819,AS Saint-Étienne,ETI,1119,1819,9853,2010-02-22 00:00:00,65,Balanced,,Little,65,Mixed,Organised,55,Normal,60,Normal,60,Normal,Organised,30,Deep,30,Contain,30,Narrow,Offside Trap
20527,9882,1837,Sampdoria,SAM,1125,1837,9882,2010-02-22 00:00:00,60,Balanced,,Little,30,Short,Organised,30,Safe,30,Little,65,Normal,Free Form,50,Medium,30,Contain,55,Normal,Offside Trap
24288,7943,111974,Sassuolo,SAS,1131,111974,7943,2010-02-22 00:00:00,30,Slow,,Little,30,Short,Organised,30,Safe,30,Little,60,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
12594,7794,58,SC Bastia,BAS,1137,58,7794,2010-02-22 00:00:00,40,Balanced,,Little,45,Mixed,Organised,50,Normal,35,Normal,55,Normal,Organised,70,High,70,Double,70,Wide,Offside Trap
26562,10228,1913,SC Heerenveen,HEE,1142,1913,10228,2010-02-22 00:00:00,35,Balanced,,Little,30,Short,Organised,45,Normal,45,Normal,60,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
15621,10189,34,FC Schalke 04,S04,1148,34,10189,2010-02-22 00:00:00,65,Balanced,,Little,55,Mixed,Organised,55,Normal,70,Lots,70,Lots,Organised,70,High,45,Press,70,Wide,Cover
50201,9777,324,Servette FC,SER,1154,324,9777,2010-02-22 00:00:00,30,Slow,,Little,55,Mixed,Organised,45,Normal,70,Lots,60,Normal,Organised,55,Medium,60,Press,55,Normal,Cover
43044,8302,481,Sevilla FC,SEV,1157,481,8302,2010-02-22 00:00:00,30,Slow,,Little,30,Short,Free Form,70,Risky,60,Normal,70,Lots,Free Form,60,Medium,70,Double,65,Normal,Offside Trap
49120,10179,110770,FC Sion,SIO,1163,110770,10179,2010-02-22 00:00:00,35,Balanced,,Little,60,Mixed,Organised,50,Normal,60,Normal,60,Normal,Organised,35,Medium,40,Press,45,Normal,Offside Trap
31449,8025,111092,Śląsk Wrocław,SLA,1169,111092,8025,2010-02-22 00:00:00,30,Slow,,Little,45,Mixed,Organised,45,Normal,35,Normal,70,Lots,Organised,60,Medium,70,Double,50,Normal,Cover
9553,9874,226,FC Sochaux-Montbéliard,SOC,1175,226,9874,2010-02-22 00:00:00,66,Balanced,,Little,70,Long,Organised,35,Normal,40,Normal,50,Normal,Organised,65,Medium,30,Contain,65,Normal,Cover
6504,8466,17,Southampton,SOU,1181,17,8466,2010-02-22 00:00:00,70,Fast,,Little,55,Mixed,Organised,70,Risky,70,Lots,65,Normal,Organised,70,High,70,Double,70,Wide,Cover
26559,8614,100646,Sparta Rotterdam,SPA,1187,100646,8614,2010-02-22 00:00:00,35,Balanced,,Little,40,Mixed,Organised,30,Safe,45,Normal,65,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
18,9986,670,Sporting Charleroi,CHA,1188,670,9986,2010-02-22 00:00:00,40,Balanced,,Little,50,Mixed,Organised,45,Normal,43,Normal,60,Normal,Organised,70,High,70,Double,70,Wide,Cover
35285,9768,237,Sporting CP,SCP,1193,237,9768,2010-02-22 00:00:00,30,Slow,,Little,30,Short,Organised,55,Normal,60,Normal,55,Normal,Free Form,30,Deep,30,Contain,30,Narrow,Offside Trap
43045,9869,459,Real Sporting de Gijón,SPG,1199,459,9869,2010-02-22 00:00:00,70,Fast,,Little,55,Mixed,Organised,65,Normal,50,Normal,70,Lots,Organised,70,High,70,Double,55,Normal,Cover
20526,9875,48,Napoli,NAP,1205,48,9875,2010-02-22 00:00:00,70,Fast,,Little,30,Short,Free Form,30,Safe,35,Normal,70,Lots,Free Form,50,Medium,70,Double,45,Normal,Cover
49479,10190,898,FC St. Gallen,GAL,1211,898,10190,2010-02-22 00:00:00,35,Balanced,,Little,60,Mixed,Organised,35,Normal,55,Normal,55,Normal,Organised,50,Medium,55,Press,50,Normal,Cover
39396,9800,100805,St. Mirren,MIR,1216,100805,9800,2010-02-22 00:00:00,70,Fast,,Little,70,Long,Organised,70,Risky,70,Lots,70,Lots,Organised,60,Medium,70,Double,70,Wide,Cover
16850,8152,110329,FC St. Pauli,STP,1222,110329,8152,2010-02-22 00:00:00,60,Balanced,,Little,60,Mixed,Organised,50,Normal,70,Lots,70,Lots,Organised,60,Medium,70,Double,55,Normal,Cover
39853,8467,100804,St. Johnstone FC,JOH,1228,100804,8467,2010-02-22 00:00:00,70,Fast,,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,30,Deep,70,Double,30,Narrow,Cover
614,9997,680,Sint-Truidense VV,STT,1234,680,9997,2010-02-22 00:00:00,50,Balanced,,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,50,Medium,50,Press,50,Normal,Cover
10,9985,232,Standard de Liège,STL,1237,232,9985,2010-02-22 00:00:00,53,Balanced,,Little,40,Mixed,Organised,55,Normal,55,Normal,65,Normal,Organised,70,High,70,Double,65,Normal,Cover
3472,10194,1806,Stoke City,STK,1243,1806,10194,2010-02-22 00:00:00,65,Balanced,,Little,70,Long,Organised,70,Risky,70,Lots,55,Normal,Organised,35,Medium,70,Double,35,Normal,Cover
3461,8472,106,Sunderland,SUN,1249,106,8472,2010-02-22 00:00:00,60,Balanced,,Little,70,Long,Organised,70,Risky,70,Lots,55,Normal,Organised,35,Medium,70,Double,35,Normal,Cover
5744,10003,1960,Swansea City,SWA,1255,1960,10003,2010-02-22 00:00:00,65,Balanced,,Little,70,Long,Organised,70,Risky,70,Lots,70,Lots,Organised,70,High,70,Double,70,Wide,Cover
43804,9867,260,CD Tenerife,TEN,1261,260,9867,2010-02-22 00:00:00,30,Slow,,Little,30,Short,Organised,45,Normal,30,Little,65,Normal,Organised,50,Medium,30,Contain,45,Normal,Cover
20529,9804,54,Torino,TOR,1270,54,9804,2010-02-22 00:00:00,45,Balanced,,Little,35,Mixed,Organised,40,Normal,30,Little,70,Lots,Free Form,45,Medium,35,Press,55,Normal,Cover
3470,8586,18,Tottenham Hotspur,TOT,1276,18,8586,2010-02-22 00:00:00,70,Fast,,Little,50,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,50,Medium,50,Press,50,Normal,Cover
9546,9941,1809,Toulouse FC,TOU,1282,1809,9941,2010-02-22 00:00:00,35,Balanced,,Little,70,Long,Organised,45,Normal,70,Lots,35,Normal,Organised,30,Deep,45,Press,30,Narrow,Cover
26550,8611,1908,FC Twente,TWE,1293,1908,8611,2010-02-22 00:00:00,30,Slow,,Little,30,Short,Organised,40,Normal,40,Normal,65,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
20531,8600,55,Udinese,UDI,1299,55,8600,2010-02-22 00:00:00,64,Balanced,,Little,35,Mixed,Organised,30,Safe,50,Normal,70,Lots,Organised,35,Medium,30,Contain,55,Normal,Offside Trap
35769,9771,1895,"União de Leiria, SAD",ULE,1305,1895,9771,2010-02-22 00:00:00,50,Balanced,,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,50,Medium,50,Press,50,Normal,Cover
43035,10267,461,Valencia CF,VAL,1308,461,10267,2010-02-22 00:00:00,30,Slow,,Little,30,Short,Free Form,55,Normal,60,Normal,70,Lots,Organised,55,Medium,60,Press,60,Normal,Offside Trap
9555,9873,110456,Valenciennes FC,VAL,1314,110456,9873,2010-02-22 00:00:00,60,Balanced,,Little,70,Long,Organised,50,Normal,60,Normal,60,Normal,Organised,30,Deep,55,Press,30,Narrow,Cover
43050,10281,462,Real Valladolid,VAL,1320,462,10281,2010-02-22 00:00:00,55,Balanced,,Little,40,Mixed,Organised,45,Normal,30,Little,60,Normal,Organised,30,Deep,65,Press,30,Narrow,Cover
15632,10269,36,VfB Stuttgart,STU,1330,36,10269,2010-02-22 00:00:00,70,Fast,,Little,30,Short,Organised,60,Normal,70,Lots,70,Lots,Organised,65,Medium,50,Press,60,Normal,Cover
43038,10205,483,Villarreal CF,VIL,1336,483,10205,2010-02-22 00:00:00,64,Balanced,,Little,30,Short,Free Form,55,Normal,35,Normal,70,Lots,Free Form,65,Medium,30,Contain,70,Wide,Offside Trap
26547,8277,1909,Vitesse,VIT,1342,1909,8277,2010-02-22 00:00:00,35,Balanced,,Little,35,Mixed,Organised,40,Normal,50,Normal,60,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
35287,7844,1887,Vitória Guimarães,GUI,1348,1887,7844,2010-02-22 00:00:00,30,Slow,,Little,30,Short,Organised,55,Normal,55,Normal,55,Normal,Organised,30,Deep,30,Contain,30,Narrow,Offside Trap
35288,10238,665,Vitória Setúbal,SET,1354,665,10238,2010-02-22 00:00:00,30,Slow,,Little,30,Short,Organised,60,Normal,50,Normal,55,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
27168,9839,100651,VVV-Venlo,VEN,1360,100651,9839,2010-02-22 00:00:00,50,Balanced,,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,50,Medium,50,Press,50,Normal,Cover
8784,9817,1795,Watford,WAT,1367,1795,9817,2010-02-22 00:00:00,70,Fast,,Little,70,Long,Organised,70,Risky,70,Lots,65,Normal,Organised,70,High,70,Double,65,Normal,Cover
15628,8697,38,SV Werder Bremen,WBR,1373,38,8697,2010-02-22 00:00:00,70,Fast,,Little,40,Mixed,Organised,70,Risky,40,Normal,70,Lots,Organised,70,High,65,Press,70,Wide,Cover
3460,8659,109,West Bromwich Albion,WBA,1379,109,8659,2010-02-22 00:00:00,65,Balanced,,Little,40,Mixed,Organised,70,Risky,70,Lots,55,Normal,Organised,70,High,70,Double,70,Wide,Cover
3463,8654,19,West Ham United,WHU,1385,19,8654,2010-02-22 00:00:00,58,Balanced,,Little,30,Short,Organised,31,Safe,70,Lots,50,Normal,Organised,30,Deep,70,Double,30,Narrow,Cover
17,10001,681,KVC Westerlo,WES,1391,681,10001,2010-02-22 00:00:00,45,Balanced,,Little,60,Mixed,Organised,40,Normal,45,Normal,55,Normal,Organised,70,High,70,Double,70,Wide,Cover
3464,8528,1917,Wigan Athletic,WIG,1399,1917,8528,2010-02-22 00:00:00,70,Fast,,Little,70,Long,Organised,70,Risky,70,Lots,50,Normal,Organised,35,Medium,70,Double,35,Normal,Cover
26551,8525,1907,Willem II,WII,1405,1907,8525,2010-02-22 00:00:00,35,Balanced,,Little,30,Short,Organised,30,Safe,40,Normal,65,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
31443,10265,1873,Wisła Kraków,WIS,1409,1873,10265,2010-02-22 00:00:00,40,Balanced,,Little,35,Mixed,Organised,55,Normal,35,Normal,70,Lots,Organised,70,High,70,Double,65,Normal,Cover
15623,8721,175,VfL Wolfsburg,WOL,1415,175,8721,2010-02-22 00:00:00,65,Balanced,,Little,45,Mixed,Organised,65,Normal,60,Normal,70,Lots,Organised,45,Medium,60,Press,50,Normal,Cover
4225,8602,110,Wolverhampton Wanderers,WOL,1421,110,8602,2010-02-22 00:00:00,70,Fast,,Little,70,Long,Organised,70,Risky,70,Lots,70,Lots,Organised,70,High,70,Double,70,Wide,Cover
49123,7955,435,Neuchâtel Xamax,XAM,1427,435,7955,2010-02-22 00:00:00,60,Balanced,,Little,45,Mixed,Organised,60,Normal,70,Lots,60,Normal,Organised,50,Medium,45,Press,55,Normal,Cover
43800,9868,1742,Xerez Club Deportivo,XER,1430,1742,9868,2010-02-22 00:00:00,30,Slow,,Little,30,Short,Organised,45,Normal,35,Normal,70,Lots,Organised,45,Medium,50,Press,45,Normal,Cover
49117,10192,900,BSC Young Boys,YB,1434,900,10192,2010-02-22 00:00:00,55,Balanced,,Little,55,Mixed,Organised,55,Normal,70,Lots,60,Normal,Organised,55,Medium,55,Press,60,Normal,Offside Trap
31928,8021,110749,Zagłębie Lubin,ZAG,1440,110749,8021,2010-02-22 00:00:00,55,Balanced,,Little,60,Mixed,Organised,30,Safe,40,Normal,70,Lots,Organised,70,High,70,Double,70,Wide,Cover
43803,8394,244,Real Zaragoza,ZAR,1445,244,8394,2010-02-22 00:00:00,30,Slow,,Little,30,Short,Free Form,50,Normal,35,Normal,70,Lots,Organised,40,Medium,30,Contain,45,Normal,Offside Trap
3,10000,15005,SV Zulte-Waregem,ZUL,1453,15005,10000,2010-02-22 00:00:00,65,Balanced,,Little,60,Mixed,Organised,60,Normal,40,Normal,50,Normal,Organised,70,High,60,Press,70,Wide,Cover
